design,cells,dt_hours,l_max_kg_per_m,s_max_kg_per_m,mean_ssci,mean_input_snow_kg_per_m,mean_total_shed_kg_per_m,mean_event_count,mean_event_mass_kg_per_m,median_event_mass_kg_per_m,mean_kinetic_energy_proxy_j_per_m,mean_time_above_intervention_h,mean_manual_triggers,mean_residual_mass_kg_per_m,maximum_snow_depth_m,max_abs_mass_balance_error_kg_per_m,slope_total_variation_deg,surface_total_variation,slope_transition_count,surface_transition_count,l_max_kg_per_m_relative_error,s_max_kg_per_m_relative_error,mean_event_count_relative_error,mean_ssci_relative_error,maximum_relative_error,within_tolerance
uniform_knee,24,2.0,159.50583238431818,159.50583238431818,0.025821198267867277,3689.756662439008,3667.5004557600873,86.33333333333333,41.009568532475264,24.428653081478245,7847.930692338625,0.0,0.0,0.0,0.16615190873366478,4.547473508864641e-13,0.0,0.0,0,0,2.9876956554832654,2.9876956554832654,0.7279411764705883,2.9834601196745116,2.9876956554832654,False
uniform_knee,24,1.0,79.95788907800988,79.95788907800988,0.012949829987676251,3689.756662439008,3667.545710885736,166.33333333333334,21.37093083159057,13.529204726201085,7870.489220714925,0.0,0.0,0.0,0.08328946778959363,9.094947017729282e-13,0.0,0.0,0,0,0.9989722139423184,0.9989722139423184,0.4758403361344537,0.997782239899672,0.9989722139423184,False
uniform_knee,24,0.5,39.99950000321371,39.99950000321371,0.006482102868391996,3689.756662439008,3667.6328323805587,317.3333333333333,11.14197109918991,7.5666763231955665,7881.279541761755,0.0,0.0,0.0,0.04166614583668095,3.637978807091713e-12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,True
joint_continuous_knee,24,2.0,3211.1079156192327,79.75291619215909,0.025957465581002745,3689.756662439008,1832.0797432642528,73.66666666666667,24.00054226794823,18.37678693260759,33391.42419782072,195.33333333333334,1.0,1799.1216293848756,24.687631966522876,9.094947017729282e-13,70.5175084633931,0.5278879946277348,23,23,0.00016795131023226396,2.681990520043922,0.7103538663171691,2.9408432069527155,2.9408432069527155,False
joint_continuous_knee,24,1.0,3210.8307100099446,39.97894453900494,0.01308158261340469,3689.756662439008,1831.5190167779638,137.33333333333334,12.770874257398567,10.242591682012849,33404.95183675286,194.66666666666666,1.0,1799.9563042776292,24.342656773121448,1.5916157281026244e-12,70.5175084633931,0.5278879946277348,23,23,0.00025426390374389365,0.8457267999994474,0.4600262123197903,0.986036187444889,0.986036187444889,False
joint_continuous_knee,24,0.5,3211.647315993958,21.66027200722063,0.0065867795844317635,3689.756662439008,1832.092511208818,254.33333333333334,6.878124408141699,6.081337069394124,33431.66662590125,194.0,1.0,1789.8577041651179,25.164260481285677,2.7284841053187847e-12,70.5175084633931,0.5278879946277348,23,23,0.0,0.0,0.0,0.0,0.0,True
joint_mapped_knee,24,2.0,3227.718249347834,79.75291619215909,0.028088558152038312,3689.756662439008,1819.2071022319612,48.0,36.2814821396152,36.561301317838165,42549.08106682444,196.66666666666666,1.3333333333333333,1815.3027984391392,44.282723670814555,1.3642420526593924e-12,52.0,0.5900000000000001,6,3,0.001003284025261985,1.0536413743186532,0.5369774919614149,1.2836060690083941,1.2836060690083941,False
joint_mapped_knee,24,1.0,3220.9679564857774,45.04848353485179,0.017978831135670715,3689.756662439008,1819.0109552814545,75.33333333333333,23.116224745661412,22.640686674815882,42564.403782882546,197.0,1.3333333333333333,1799.304944514158,43.89759811647274,1.3642420526593924e-12,52.0,0.5900000000000001,6,3,0.0010901655267291648,0.160000587496758,0.2733118971061094,0.46168299821097647,0.46168299821097647,False
joint_mapped_knee,24,0.5,3224.4831768867375,38.83487993059115,0.012300089114859969,3689.756662439008,1820.5238105066235,103.66666666666667,16.72878602487803,17.0568558545953,42637.52776276391,196.83333333333334,2.0,1792.0844091269125,44.31037576776061,2.0463630789890885e-12,52.0,0.5900000000000001,6,3,0.0,0.0,0.0,0.0,0.0,True
