metric,minimum,median,maximum
joint_to_uniform_l_max_ratio,1.2094736842105263,5.10408364020731,11.618577380952381
joint_to_uniform_s_max_ratio,0.49999999999999983,0.5,0.5104166666666666
l_max_increase_percent,20.94736842105263,410.408364020731,1061.8577380952381
s_max_reduction_percent,48.958333333333336,50.0,50.00000000000002
