candidate_id,design_class,nominal_knee,nominal_l_max_kg_per_m,nominal_s_max_kg_per_m,mean_l_max_kg_per_m,quantile_l_max_kg_per_m,mean_s_max_kg_per_m,quantile_s_max_kg_per_m,mean_ssci,quantile_ssci,mean_maximum_snow_depth_m,quantile_maximum_snow_depth_m,mean_manual_triggers,probability_manual_intervention,robust_selection_score,robust_selected
joint_00,joint,False,79.99900000642742,79.99900000642742,493.110988272256,3010.0632503183,260.72119322880917,1012.6322904775843,0.031222877357789735,0.07259894633555682,8.50952439240913,62.306513013092896,0.07733333333333332,0.116,0.6542295506478538,False
joint_01,joint,False,79.99900000642742,79.99900000642742,471.9503896020506,2909.2922789538397,262.6325758789549,1013.8283485702096,0.02978774781984445,0.07500091015009167,8.269305465907097,61.15148263851783,0.076,0.112,0.6381895510640427,False
joint_02,joint,False,79.99900000642742,79.99900000642742,80.58897025091532,103.78625375476227,80.57256967548658,103.78625375476228,0.015074411519964801,0.018071623325368595,0.09777206815805548,0.15006514366364307,0.0,0.0,0.018930111014342645,True
joint_03,joint,False,79.99900000642742,79.99900000642742,81.3483657980832,104.42046989295154,81.30043298392175,103.78625375476228,0.01697148264803957,0.02209301375921146,0.09232212794926374,0.13050610341149002,0.0,0.0,0.01900725941821715,False
joint_04,joint,False,79.99900000642742,79.99900000642742,78.81999000795886,103.78625375476227,78.81497355596413,103.78625375476228,0.013830162651110974,0.014996476066564225,0.08542085513945916,0.12796455359004916,0.0,0.0,0.018930111014342645,False
joint_05,joint,False,79.99900000642742,79.99900000642742,78.90571901398029,103.78625375476227,78.89241890997423,103.78625375476228,0.014049279685888535,0.015580748889382618,0.12840340170820716,0.23278109950789383,0.0,0.0,0.018930111014342645,False
joint_06,joint,False,79.99900000642742,79.99900000642742,83.48361272167915,110.07679797569519,83.3222804239854,110.07679797569517,0.015735435949338586,0.02134822926658266,0.31586996814675333,1.0092312941320465,0.0,0.0,0.020842681009498924,False
joint_07,joint,False,79.99900000642742,79.99900000642742,199.23497735804875,627.1810777887024,151.423873538359,510.13227317414817,0.025170817657601128,0.05929793386404635,2.3497324826210577,12.051195378496578,0.021333333333333333,0.04,0.1967133488999159,False
joint_08,joint,False,79.99900000642742,79.99900000642742,85.86970316174711,114.44040184978574,85.16573297012987,111.88090265471897,0.015586416055173675,0.02165511262629835,0.4251634934332224,1.0266255560871609,0.0,0.0,0.021702545945882744,False
joint_09,joint,False,79.99900000642742,79.99900000642742,79.33763847445591,103.78625375476227,79.24113904962978,103.78625375476228,0.014978657592832524,0.01852703129748958,0.3686754654446221,0.580187947030236,0.0,0.0,0.018930111014342645,False
joint_10,joint,False,79.99900000642742,79.99900000642742,78.87301219787545,103.78625375476227,78.86799574588072,103.78625375476228,0.014483219365347246,0.01656531539759515,0.08559256468708452,0.12796455359004916,0.0,0.0,0.018930111014342645,False
joint_11,joint,True,3210.6359712948574,39.99950000321371,3163.531459483924,4200.41427325152,72.55888656154816,226.04332587740527,0.013298811377783711,0.014650622063080012,24.52431129530297,37.940117688175555,0.968,1.0,1.5395582400444465,False
joint_12,joint,False,6416.9681188596,0.0,6318.554201360544,8324.515476110855,0.0,0.0,0.0,0.0,106.40865258708669,152.33157858095706,1.008,1.0,2.0,False
uniform_00,uniform,True,79.99900000642742,79.99900000642742,2285.048109467183,7465.520380943313,742.410339710194,5482.601431979309,0.05356493302785247,0.3295652457776936,1.8775157241741864,5.994111384147235,0.3386666666666666,0.432,2.3275086499100928,False
uniform_01,uniform,False,79.99900000642742,79.99900000642742,78.81999000795886,103.78625375476227,78.81497355596413,103.78625375476228,0.012962299472680343,0.013194309033692326,0.08542085513945916,0.12796455359004916,0.0,0.0,0.018930111014342645,False
uniform_02,uniform,False,79.99900000642742,79.99900000642742,324.67395296456795,2211.383217652836,170.91353817327058,655.7598183568223,0.01820539310232986,0.02606231151159497,0.2970256364775609,1.7901998157654544,0.04533333333333333,0.068,0.4439833346143794,False
uniform_03,uniform,False,6416.968118859608,0.0,6318.537833982585,8324.515476110852,0.0,0.0,0.0,0.0,5.131608542338258,7.224831475759604,1.02,1.0,1.9999999999999996,False
uniform_04,uniform,False,6416.968118859608,0.0,6318.537833982585,8324.515476110852,0.0,0.0,0.0,0.0,5.131608542338258,7.224831475759604,1.02,1.0,1.9999999999999996,False
uniform_05,uniform,False,6416.968118859608,0.0,6318.537833982585,8324.515476110852,0.0,0.0,0.0,0.0,5.131608542338258,7.224831475759604,1.02,1.0,1.9999999999999996,False
uniform_06,uniform,False,6416.968118859608,0.0,6318.537833982585,8324.515476110852,0.0,0.0,0.0,0.0,5.131608542338258,7.224831475759604,1.02,1.0,1.9999999999999996,False
uniform_07,uniform,False,6416.968118859608,0.0,6318.537833982585,8324.515476110852,0.0,0.0,0.0,0.0,5.131608542338258,7.224831475759604,1.02,1.0,1.9999999999999996,False
uniform_08,uniform,False,6416.968118859608,0.0,6318.537833982585,8324.515476110852,0.0,0.0,0.0,0.0,5.131608542338258,7.224831475759604,1.02,1.0,1.9999999999999996,False
uniform_09,uniform,False,6416.968118859608,0.0,6263.017833159382,8324.515476110852,94.68831098027795,0.0,0.010249829066751844,0.0,5.0883546507645105,7.224831475759604,1.0373333333333332,1.0,1.9999999999999996,False
uniform_10,uniform,False,6416.968118859608,0.0,6070.051993181163,8324.515476110852,212.28315668234856,900.9254522032196,0.019625354464691967,0.13474013026258178,4.933486905223123,7.224831475759604,0.9626666666666668,0.984,2.1483244476879597,False
uniform_11,uniform,False,6416.968118859608,0.0,6318.537833982585,8324.515476110852,0.0,0.0,0.0,0.0,5.131608542338258,7.224831475759604,1.02,1.0,1.9999999999999996,False
