design,weather,input_snow_kg_per_m,l_max_kg_per_m,s_max_kg_per_m,ssci,total_shed_kg_per_m,shed_event_count,mean_shed_event_mass_kg_per_m,median_shed_event_mass_kg_per_m,kinetic_energy_proxy_j_per_m,time_above_intervention_h,manual_triggers,residual_mass_kg_per_m,mass_balance_error_kg_per_m,maximum_snow_depth_m
retention_non_shedding,cold_persistent,2406.3630115478854,2406.363011547887,0.0,0.0,0.0,0,0.0,0.0,0.0,273.0,1,2406.363011547887,-1.3642420526593924e-12,1.9160495903776464
retention_non_shedding,maritime_warming,2245.938934069372,2115.166080594428,0.0,0.0,0.0,0,0.0,0.0,0.0,213.0,1,1898.6897554271782,3.410605131648481e-12,1.727838123938632
retention_non_shedding,severe_inland,6416.96811885961,6416.968118859608,0.0,0.0,0.0,0,0.0,0.0,0.0,296.0,1,6416.488118859608,1.8189894035458565e-12,5.087698503540359
conventional_shedding,cold_persistent,2406.3630115478854,39.968012796587345,39.968012796587345,0.01176481586542275,2406.363011547886,168,14.316968652968788,8.66487464195656,125157.24448662065,0.0,0,0.0,-4.547473508864641e-13,0.04163334666311182
conventional_shedding,maritime_warming,2245.938934069372,55.89929066559249,55.84272127687933,0.018282380057541563,2179.5998393269247,98,22.237128902738494,16.489186818662752,114462.03390474204,0.0,0,0.0,2.2737367544323206e-12,0.05822842777665884
conventional_shedding,severe_inland,6416.96811885961,79.99900000642742,79.99900000642742,0.008816765171855749,6416.968118859611,236,27.188555285327602,14.856166658345423,334489.10751797137,0.0,0,0.0,-1.8189894035458565e-12,0.0833322916733619
uniform_intermediate,cold_persistent,2406.3630115478854,442.0545645067997,442.0545645067999,0.2003814421805833,2088.40059596038,5,417.680119192076,408.264477122057,35698.38164566867,0.0,0,317.9624155875055,-1.7053025658242404e-13,0.4164211258568786
uniform_intermediate,maritime_warming,2245.938934069372,394.19275016207587,391.2579813868096,0.16808567238944083,2107.0916750154674,6,351.1819458359112,349.298908419051,40382.24901440094,0.0,0,0.0,2.2737367544323206e-12,0.4014246212290859
uniform_intermediate,severe_inland,6416.96811885961,466.44705232736914,466.447052327369,0.0670945130230923,6167.521510795234,15,411.1681007196822,404.5358827747936,111314.80812246904,0.0,0,248.96660806437853,-2.0463630789890885e-12,0.4815900976614991
