mapping,l_max_absolute_change_kg_per_m,l_max_percent_change,s_max_absolute_change_kg_per_m,s_max_percent_change,continuous_slope_transitions,mapped_slope_transitions,continuous_surface_transitions,mapped_surface_transitions
manufacturable_discrete_generic_classes,11.67787006722483,0.3637245135117301,4.411949652303626,11.030012005022947,23,6,23,3
