generation,l_max_kg_per_m,s_max_kg_per_m,constraint,x_00,x_01,x_02,x_03,source,design,mean_ssci,mean_input_snow_kg_per_m,mean_total_shed_kg_per_m,mean_event_count,mean_event_mass_kg_per_m,median_event_mass_kg_per_m,mean_kinetic_energy_proxy_j_per_m,mean_time_above_intervention_h,mean_manual_triggers,mean_residual_mass_kg_per_m,maximum_snow_depth_m,max_abs_mass_balance_error_kg_per_m,slope_total_variation_deg,surface_total_variation,slope_transition_count,surface_transition_count
22,159.67537858397307,122.35157505748188,-9.318287918280715,23.173300575200944,33.34886192893657,44.99736176441444,24.437569137899985,geometry_seed_4517_pareto,geometry_knee,0.021698426668261866,3689.7566881589555,3631.4549921116304,63.0,54.91831935042851,54.23469597137901,107664.70741910038,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,41.37094078655598,0.0,23,0
23,159.67537858397307,122.35157505748188,-9.334974245499922,23.173300575200944,33.34886192893657,44.86943325573388,24.437569137899985,geometry_seed_4517_pareto,geometry_knee,0.02170289749637667,3689.7566881589555,3631.4549921116304,63.0,54.91831935042851,54.55106010764532,107482.01657150449,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,41.12620798734099,0.0,23,0
24,159.67537858397307,122.35157505748188,-9.334974245499922,23.14426463405427,33.34886192893657,44.86943325573388,24.437569137899985,geometry_seed_4517_pareto,geometry_knee,0.021713620929789273,3689.7566881589555,3626.4787210019417,62.666666666666664,55.088009810502136,54.72124767491852,107297.85172193858,0.0,0.0,33.07931969584488,0.5733343134538045,2.5934809855243657e-12,41.155243928487664,0.0,23,0
24,159.67537858397307,122.35157505748188,-8.815290210309307,23.173300575200944,33.07112179131938,44.99736176441444,20.58125337678584,geometry_seed_4517_pareto,geometry_knee,0.022605879360727745,3689.7566881589555,3623.9289992470167,57.666666666666664,60.176401828573994,56.60216550733322,103649.84775580249,0.0,0.0,32.78396987798053,0.7642892500912399,2.3590018827235326e-12,45.20310523135558,0.0,23,0
26,159.67537858397307,122.35157505748188,-9.345880515137324,23.173300575200944,33.34886192893657,44.78581852184711,24.437569137899985,geometry_seed_4517_pareto,geometry_knee,0.02170316786780625,3689.7566881589555,3631.4549921116304,63.0,54.91831935042851,54.55106010764532,107362.51250096921,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,40.96624936599237,0.0,23,0
27,159.67537858397307,122.35157505748188,-10.496949649947156,23.173300575200944,33.34886192893657,44.87224794600835,40.59539721003679,geometry_seed_4517_pareto,geometry_knee,0.021680698520895308,3689.7566881589555,3631.4549921116304,65.0,53.683694424891165,53.6551898878295,120974.68210742141,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,25.231997978783905,0.0,23,0
27,159.67537858397307,122.35157505748188,-9.319595849954066,23.173300575200944,33.35596731542857,44.987334288252114,24.437569137899985,geometry_seed_4517_pareto,geometry_knee,0.021698426668261866,3689.7566881589555,3631.4549921116304,63.0,54.91831935042851,54.23469597137901,107661.04056702573,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,41.35237564837517,0.0,23,0
29,159.67537858397307,122.35157505748188,-8.963475636463194,23.155390735607885,33.07112179131938,44.99010608257282,21.71008596212406,geometry_seed_4517_pareto,geometry_knee,0.022314956115246184,3689.7566881589555,3623.6706611341137,59.333333333333336,58.39298964851391,55.13797664418388,104611.72411298472,0.0,0.0,32.77742337686491,0.6092997927081808,2.1813661987835076e-12,44.07830205078297,0.0,23,0
29,159.67537858397307,122.35157505748188,-9.13542918304598,23.173300575200944,33.4277318314403,44.987334288252114,23.02562469160468,geometry_seed_4517_pareto,geometry_knee,0.021924147627351964,3689.7566881589555,3626.8038087440586,61.333333333333336,56.49205791533677,55.11350396709141,106391.52870784386,0.0,0.0,29.915543300864176,0.5733343134538045,2.1813661987835076e-12,42.77056048736715,0.0,23,0
29,159.67537858397307,122.35157505748188,-10.481772369373497,23.173300575200944,33.34886192893657,44.98860709707309,44.77441902158219,geometry_seed_4517_pareto,geometry_knee,0.021487708045419347,3689.7566881589555,3631.4549921116304,65.66666666666667,53.17486324477672,52.24703045498018,124410.63977413923,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,21.992244497277678,0.0,23,0
30,159.67537858397307,122.35157505748188,-10.481772369373497,23.173300575200944,33.34886192893657,44.98860709707309,44.98954055749334,geometry_seed_4517_pareto,geometry_knee,0.021487708045419347,3689.7566881589555,3631.4549921116304,65.66666666666667,53.17486324477672,52.24703045498018,124576.2797427919,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,21.816239982292398,0.0,23,0
30,159.67537858397307,122.35157505748188,-10.4881766318111,23.174307671808307,33.398061801779214,44.98870762456076,44.06288682688717,geometry_seed_4517_pareto,geometry_knee,0.021517707360287172,3689.7566881589555,3631.4549921116304,65.33333333333333,53.491512243085815,52.50649649385386,123933.68072988743,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,22.579208437787152,0.0,23,0
30,159.67537858397307,122.35157505748188,-9.322028990232546,23.172921417724485,33.35243363964258,44.987310947181946,24.456199872298203,geometry_seed_4517_pareto,geometry_knee,0.021698426668261866,3689.7566881589555,3631.4549921116304,63.0,54.91831935042851,54.23469597137901,107671.54488744063,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,41.33377214281606,0.0,23,0
30,159.67537858397307,122.35157505748188,-9.534279295402406,23.143684695373352,33.20184319528536,44.9788120189265,26.0749532836783,geometry_seed_4517_pareto,geometry_knee,0.021675880105252742,3689.7566881589555,3626.485054150471,63.666666666666664,54.44127172315162,53.531963823725825,108669.87223300982,0.0,0.0,33.07931969584488,0.5733343134538045,2.000177801164682e-12,39.71490181326733,0.0,23,0
31,159.67537858397307,122.35157505748188,-10.481772369373497,23.168947086673302,33.34886192893657,44.98860709707309,44.278558012971,geometry_seed_4517_pareto,geometry_knee,0.021487708045419347,3689.7566881589555,3631.4549921116304,65.66666666666667,53.17486324477672,52.24703045498018,124023.86654604186,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,22.40622229726674,0.0,23,0
31,159.67537858397307,122.35157505748188,-10.48171964218215,23.173300575200944,33.34886192893657,44.98901133887342,44.93378346034444,geometry_seed_4517_pareto,geometry_knee,0.021487708045419347,3689.7566881589555,3631.4549921116304,65.66666666666667,53.17486324477672,52.24703045498018,124533.9340435088,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,21.861333793761627,0.0,23,0
31,159.67537858397307,122.35157505748188,-10.480879807508371,23.173300575200944,33.34886192893657,44.99545007137237,44.98954055749334,geometry_seed_4517_pareto,geometry_knee,0.021487708045419347,3689.7566881589555,3631.4549921116304,65.66666666666667,53.17486324477672,52.24703045498018,124585.73597084236,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,21.82703126850627,0.0,23,0
31,159.67537858397307,122.35157505748188,-9.672901098821884,23.15855839272802,33.365699757027734,44.78581852184711,26.94472694614829,geometry_seed_4517_pareto,geometry_knee,0.02172383081648503,3689.7566881589555,3631.4549921116304,64.33333333333333,54.20941512445703,53.03312367306345,109539.34652698657,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,38.475297899181456,0.0,23,0
32,159.67537858397307,122.35157505748188,-10.480925909861668,23.14537659919897,33.34886192893657,44.99509661999709,44.98365755489734,geometry_seed_4517_pareto,geometry_knee,0.02149830601002645,3689.7566881589555,3626.4787210019417,65.33333333333333,53.31965236839455,53.00512717766015,124374.64208416834,0.0,0.0,33.07931969584488,0.5733343134538045,2.5934809855243657e-12,21.859169683271837,0.0,23,0
33,159.67537858397307,122.35157505748188,-9.262531184455211,23.14680151857955,33.35596731542857,44.98803524035161,24.00077432117496,geometry_seed_4517_pareto,geometry_knee,0.021704605055653303,3689.7566881589555,3631.454490714405,62.666666666666664,55.138775857931,54.40488353865222,107252.23427244218,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,41.817010473564096,0.0,23,0
34,159.67537858397307,122.35157505748188,-10.47813075330992,23.147498790467072,33.3273676176302,44.99503184225411,44.47729050250928,geometry_seed_4517_pareto,geometry_knee,0.021476831519781952,3689.7566881589555,3631.4549921116304,65.66666666666667,53.17486324477672,52.716528819285905,124139.62000661145,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,22.275232419402325,0.0,23,0
34,159.67537858397307,122.35157505748188,-10.479574854080049,23.144272090086787,33.338505127822344,44.9950979132086,36.0647819656904,geometry_seed_4517_pareto,geometry_knee,0.02167132619504233,3689.7566881589555,3626.4787210019417,64.66666666666667,53.83172365721498,52.90599493577463,117278.17913154967,0.0,0.0,33.07931969584488,0.5733343134538045,2.5934809855243657e-12,29.76752500669339,0.0,23,0
35,159.67537858397307,122.35157505748188,-8.893217185904849,23.155390735607885,33.158034791799274,44.99010608257282,21.17143784117672,geometry_seed_4517_pareto,geometry_knee,0.022264302313995038,3689.7566881589555,3621.569199521467,59.333333333333336,58.345229157317384,55.189883180947355,104205.14671660808,0.0,0.0,34.87888498951186,0.659203496479454,2.1813661987835076e-12,44.62450782394595,0.0,23,0
35,159.67537858397307,122.35157505748188,-10.47814509744952,23.147641944877087,33.3273676176302,44.9949218705172,40.8224945173761,geometry_seed_4517_pareto,geometry_knee,0.02165740073684279,3689.7566881589555,3631.4549921116304,65.33333333333333,53.491512243085815,53.07000922306688,121276.00264976035,0.0,0.0,28.12325064644042,0.5733343134538045,2.000177801164682e-12,25.2940677391045,0.0,23,0
35,159.67537858397307,122.35157505748188,-10.463847829806753,23.143684695373352,33.20184319528536,44.97900983343355,44.54477451739196,geometry_seed_4517_pareto,geometry_knee,0.02148302346938528,3689.7566881589555,3626.485054150471,65.33333333333333,53.31971268409484,52.78142095502164,123811.81911373795,0.0,0.0,33.07931969584488,0.5733343134538045,2.000177801164682e-12,22.19404126870326,0.0,23,0
35,159.67537858397307,122.35157505748188,-10.468318758355466,23.14429634423198,33.253746321119614,44.99663584039434,42.936283134615095,geometry_seed_4517_pareto,geometry_knee,0.021651027735467367,3689.7566881589555,3626.478721001941,65.0,53.63630136670364,53.13490135880263,122652.31348787986,0.0,0.0,33.07931969584488,0.5733343134538045,2.000177801164682e-12,23.55436999224086,0.0,23,0
35,159.67537858397307,122.35157505748188,-9.31683744806964,23.14440992359537,33.34886192893657,44.99843038451503,24.42751748638232,geometry_seed_4517_pareto,geometry_knee,0.02170916540676025,3689.7566881589555,3626.4787210019417,62.666666666666664,55.088009810502136,54.40488353865222,107473.23840905442,0.0,0.0,33.07931969584488,0.5733343134538045,2.5934809855243657e-12,41.411927406393374,0.0,23,0
35,159.67537858397307,122.35157505748188,-8.852144927688848,23.17329905999436,33.35596731542857,44.98767446699989,20.85411891261443,geometry_seed_4517_pareto,geometry_knee,0.022288038729894096,3689.7566881589555,3621.5628663729367,59.333333333333336,58.34516249259601,56.07583711979387,104212.08141718386,0.0,0.0,34.885218138041665,0.7090232076818331,2.1813661987835076e-12,44.936478165602175,0.0,23,0
36,159.67537858397307,122.35157505748188,-9.303573218055472,23.137005062195275,33.34886192893657,44.99736176441444,24.32475643617312,geometry_seed_4517_pareto,geometry_knee,0.02169599309849494,3689.7566881589555,3626.4787210019417,62.333333333333336,55.31250080696583,54.575071105925424,107366.93054336926,0.0,0.0,33.07931969584488,0.5733343134538045,2.5934809855243657e-12,41.520049001288506,0.0,23,0
