generation,l_max_kg_per_m,s_max_kg_per_m,constraint,x_00,x_01,x_02,x_03,source,design,mean_ssci,mean_input_snow_kg_per_m,mean_total_shed_kg_per_m,mean_event_count,mean_event_mass_kg_per_m,median_event_mass_kg_per_m,mean_kinetic_energy_proxy_j_per_m,mean_time_above_intervention_h,mean_manual_triggers,mean_residual_mass_kg_per_m,maximum_snow_depth_m,max_abs_mass_balance_error_kg_per_m,slope_total_variation_deg,surface_total_variation,slope_transition_count,surface_transition_count
34,152.4485520843018,123.07607796103161,-9.911160758178896,22.356975611828805,28.980300580439657,44.99473476773474,43.05701467126413,geometry_seed_4517_pareto,geometry_knee,0.01684157160740761,3689.756662439008,3598.4704204490595,92.66666666666667,37.79175547284029,34.045295093033474,114544.42764796806,0.0,0.0,48.07655766507164,0.5947688815695722,4.206412995699793e-12,24.23848445299036,0.0,23,0
42,152.4485520843018,123.07607796103161,-9.918158422228323,22.359295916188543,29.028660124197167,44.98944555377997,41.78786916872535,geometry_seed_4517_pareto,geometry_knee,0.016886846620321947,3689.756662439008,3598.6738210538692,92.0,37.97329031668741,34.80482565816351,113631.87640283955,0.0,0.0,48.07655766507164,0.5947688815695722,4.206412995699793e-12,25.274930129593074,0.0,23,0
43,152.4485520843018,123.07607796103161,-9.932917319796498,22.36115575796237,28.97428039451024,44.8219142760704,44.73408981750291,geometry_seed_4517_pareto,geometry_knee,0.016839091470239893,3689.756662439008,3598.4711135433427,92.33333333333333,37.88030832055128,33.997297191794765,115593.7856748115,0.0,0.0,48.07655766507164,0.5947688815695722,4.206412995699793e-12,22.533309157794225,0.0,23,0
43,152.4485520843018,123.07607796103161,-9.911160758178896,22.356975611828805,28.980300580439657,44.99473476773474,41.73488979621104,geometry_seed_4517_pareto,geometry_knee,0.01684708524670604,3689.756662439008,3598.4704204490595,92.33333333333333,37.88030381993905,34.063734211181156,113518.4153497939,0.0,0.0,48.07655766507164,0.5947688815695722,4.206412995699793e-12,25.33067456716464,0.0,23,0
43,152.4485520843018,123.07607796103161,-9.892711751852204,22.35891785932392,28.833568984646927,44.98944555377997,41.78786916872535,geometry_seed_4517_pareto,geometry_knee,0.016757823638720235,3689.756662439008,3598.472091505215,92.33333333333333,37.88033077245769,33.7425863228764,113329.70485893897,0.0,0.0,48.07655766507164,0.5947688815695722,4.206412995699793e-12,25.275308186457696,0.0,23,0
44,152.4485520843018,123.07607796103161,-9.939994912170498,22.36193365348734,29.029040428574337,44.82241276860051,41.78786916872535,geometry_seed_4517_pareto,geometry_knee,0.01689496589791746,3689.756662439008,3598.674514148153,92.0,37.9732948467154,34.37966946519432,113402.37379467378,0.0,0.0,48.07655766507164,0.5947688815695722,4.206412995699793e-12,24.967276001966553,0.0,23,0
44,152.4485520843018,123.07607796103161,-9.918158422228323,22.359295916188543,29.028660124197167,44.98944555377997,44.215390036803086,geometry_seed_4517_pareto,geometry_knee,0.016881332981023518,3689.756662439008,3598.6738210538692,92.33333333333333,37.88358447485533,34.72405295438681,115509.61328492982,0.0,0.0,48.07655766507164,0.5947688815695722,4.206412995699793e-12,23.26958680378972,0.0,23,0
44,152.4485520843018,123.07607796103161,-9.910739053796483,22.356975611828805,28.97396911411854,44.99163636834547,44.76028138986794,geometry_seed_4517_pareto,geometry_knee,0.016833100487329628,3689.756662439008,3598.4704204490595,92.66666666666667,37.79175547284029,33.97885807364708,115841.39038359147,0.0,0.0,48.07655766507164,0.5947688815695722,4.206412995699793e-12,22.82578008656331,0.0,23,0
45,152.4485520843018,123.07607796103161,-9.926451520121011,22.36193365348734,28.987211218336448,44.88441623074198,43.01682988049802,geometry_seed_4517_pareto,geometry_knee,0.016837013840953107,3689.756662439008,3598.4704204490595,92.33333333333333,37.88030381993905,34.024257147761595,114378.93286473332,0.0,0.0,48.07655766507164,0.5947688815695722,4.206412995699793e-12,24.065271301369208,0.0,23,0
46,152.4485520843018,123.07607796103161,-9.955080161668768,22.36193365348734,28.987211218336448,44.66492997887587,44.29621069520499,geometry_seed_4517_pareto,geometry_knee,0.01679862130171761,3689.756662439008,3598.471643506063,92.66666666666667,37.67373360032872,33.99715747822584,115061.32385678853,0.0,0.0,48.07655766507164,0.5947688815695722,3.296918293926865e-12,22.607590516247072,0.0,23,0
46,152.4485520843018,123.07607796103161,-9.89224573134527,22.35917408074295,28.833568984646927,44.99301837766651,42.480428445252585,geometry_seed_4517_pareto,geometry_knee,0.016757823638720235,3689.756662439008,3598.472091505215,92.33333333333333,37.88033077245769,33.7425863228764,113874.92113962075,0.0,0.0,48.07655766507164,0.5947688815695722,4.206412995699793e-12,24.709462067178546,0.0,23,0
