sample,candidate_id,design_class,nominal_knee,nominal_l_max_kg_per_m,nominal_s_max_kg_per_m,friction_factor,adhesion_factor,density_factor,snowfall_factor,temperature_shift_c,design,l_max_kg_per_m,s_max_kg_per_m,mean_ssci,mean_input_snow_kg_per_m,mean_total_shed_kg_per_m,mean_event_count,mean_event_mass_kg_per_m,median_event_mass_kg_per_m,mean_kinetic_energy_proxy_j_per_m,mean_time_above_intervention_h,mean_manual_triggers,mean_residual_mass_kg_per_m,maximum_snow_depth_m,max_abs_mass_balance_error_kg_per_m,slope_total_variation_deg,surface_total_variation,slope_transition_count,surface_transition_count
0,uniform_00,uniform,True,39.99950000321371,39.99950000321371,1.1640468451205053,0.7898830820413296,0.9680862634288621,1.1068988886675948,0.3886182058848444,uniform_00,44.27540210081671,44.275402100816734,0.006485841701246967,4084.1875491075934,4056.414918651209,320.0,12.254092607190474,8.252805816894524,57968.96190052198,0.0,0.0,0.0,0.04764060008281807,1.8189894035458565e-12,0.0,0.0,0,0
0,uniform_01,uniform,False,39.99950000321371,39.99950000321371,1.1640468451205053,0.7898830820413296,0.9680862634288621,1.1068988886675948,0.3886182058848444,uniform_01,44.27540210081671,44.275402100816734,0.006485841701246967,4084.1875491075934,4056.414918651209,320.0,12.254092607190474,8.252805816894524,100981.5076122046,0.0,0.0,0.0,0.04764060008281807,1.8189894035458565e-12,0.0,0.0,0,0
0,uniform_02,uniform,False,39.99950000321371,39.99950000321371,1.1640468451205053,0.7898830820413296,0.9680862634288621,1.1068988886675948,0.3886182058848444,uniform_02,44.27540210081671,44.275402100816734,0.006485841701246967,4084.1875491075934,4056.414918651209,320.0,12.254092607190474,8.252805816894524,58852.80239524285,0.0,0.0,0.0,0.04764060008281807,1.8189894035458565e-12,0.0,0.0,0,0
0,uniform_03,uniform,False,6416.968067419715,0.0,1.1640468451205053,0.7898830820413296,0.9680862634288621,1.1068988886675948,0.3886182058848444,uniform_03,7102.9348224423375,0.0,0.0,4084.1875491075934,0.0,0.0,0.0,0.0,0.0,286.6666666666667,1.3333333333333333,3942.5872503602336,5.759044667740832,6.366462912410498e-12,0.0,0.0,0,0
0,uniform_04,uniform,False,6416.968067419715,0.0,1.1640468451205053,0.7898830820413296,0.9680862634288621,1.1068988886675948,0.3886182058848444,uniform_04,7102.9348224423375,0.0,0.0,4084.1875491075934,0.0,0.0,0.0,0.0,0.0,286.6666666666667,1.3333333333333333,3942.5872503602336,5.759044667740832,6.366462912410498e-12,0.0,0.0,0,0
0,uniform_05,uniform,False,6416.968067419715,0.0,1.1640468451205053,0.7898830820413296,0.9680862634288621,1.1068988886675948,0.3886182058848444,uniform_05,7102.9348224423375,0.0,0.0,4084.1875491075934,0.0,0.0,0.0,0.0,0.0,286.6666666666667,1.3333333333333333,3942.5872503602336,5.759044667740832,6.366462912410498e-12,0.0,0.0,0,0
0,uniform_06,uniform,False,6416.968067419715,0.0,1.1640468451205053,0.7898830820413296,0.9680862634288621,1.1068988886675948,0.3886182058848444,uniform_06,7102.9348224423375,0.0,0.0,4084.1875491075934,0.0,0.0,0.0,0.0,0.0,286.6666666666667,1.3333333333333333,3942.5872503602336,5.759044667740832,6.366462912410498e-12,0.0,0.0,0,0
0,uniform_07,uniform,False,6416.968067419715,0.0,1.1640468451205053,0.7898830820413296,0.9680862634288621,1.1068988886675948,0.3886182058848444,uniform_07,7102.9348224423375,0.0,0.0,4084.1875491075934,0.0,0.0,0.0,0.0,0.0,286.6666666666667,1.3333333333333333,3942.5872503602336,5.759044667740832,6.366462912410498e-12,0.0,0.0,0,0
0,uniform_08,uniform,False,6416.968067419715,0.0,1.1640468451205053,0.7898830820413296,0.9680862634288621,1.1068988886675948,0.3886182058848444,uniform_08,7102.9348224423375,0.0,0.0,4084.1875491075934,0.0,0.0,0.0,0.0,0.0,286.6666666666667,1.3333333333333333,3942.5872503602336,5.759044667740832,6.366462912410498e-12,0.0,0.0,0,0
0,uniform_09,uniform,False,6416.968067419715,0.0,1.1640468451205053,0.7898830820413296,0.9680862634288621,1.1068988886675948,0.3886182058848444,uniform_09,7102.9348224423375,0.0,0.0,4084.1875491075934,0.0,0.0,0.0,0.0,0.0,286.6666666666667,1.3333333333333333,3942.5872503602336,5.759044667740832,6.366462912410498e-12,0.0,0.0,0,0
