design,metric,value_1h,value_0p5h,absolute_change,relative_change
joint_continuous_knee,l_max_kg_per_m,3210.8307100099446,3211.647315993958,0.816605984013222,0.0002543285703190166
joint_continuous_knee,s_max_kg_per_m,39.97894453900494,21.66027200722063,-18.318672531784312,-0.45820800781551235
joint_continuous_knee,mean_event_count,137.33333333333334,254.33333333333334,117.0,0.8519417475728155
joint_continuous_knee,mean_ssci,0.01308158261340469,0.0065867795844317635,-0.006494803028972926,-0.4964845019835525
joint_continuous_knee,mean_total_shed_kg_per_m,1831.5190167779638,1832.092511208818,0.5734944308542254,0.0003131250211439931
joint_continuous_knee,mean_residual_mass_kg_per_m,1799.9563042776292,1789.8577041651179,-10.098600112511349,-0.005610469592240567
joint_mapped_knee,l_max_kg_per_m,3220.9679564857774,3224.4831768867375,3.515220400960061,0.0010913552846378907
joint_mapped_knee,s_max_kg_per_m,45.04848353485179,38.83487993059115,-6.213603604260641,-0.13793147108833267
joint_mapped_knee,mean_event_count,75.33333333333333,103.66666666666667,28.333333333333343,0.3761061946902656
joint_mapped_knee,mean_ssci,0.017978831135670715,0.012300089114859969,-0.005678742020810746,-0.3158571309757672
joint_mapped_knee,mean_total_shed_kg_per_m,1819.0109552814545,1820.5238105066235,1.5128552251690053,0.0008316911015716901
joint_mapped_knee,mean_residual_mass_kg_per_m,1799.304944514158,1792.0844091269125,-7.220535387245491,-0.0040129581198895415
uniform_knee,l_max_kg_per_m,79.95788907800988,39.99950000321371,-39.95838907479617,-0.4997429213746662
uniform_knee,s_max_kg_per_m,79.95788907800988,39.99950000321371,-39.95838907479617,-0.4997429213746662
uniform_knee,mean_event_count,166.33333333333334,317.3333333333333,150.99999999999997,0.9078156312625248
uniform_knee,mean_ssci,0.012949829987676251,0.006482102868391996,-0.006467727119284255,-0.4994449444849306
uniform_knee,mean_total_shed_kg_per_m,3667.545710885736,3667.6328323805587,0.08712149482289533,2.3754712739996068e-05
uniform_knee,mean_residual_mass_kg_per_m,0.0,0.0,0.0,
