generation,l_max_kg_per_m,s_max_kg_per_m,constraint,x_00,x_01,x_02,x_03,x_04,x_05,x_06,x_07
27,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3710553068212299,0.2273817727894403,0.1672989063090204,11.73181909110098,0.618782308709882,13.642532125249378,50.80451641377644
27,39.99950000321371,39.99950000321371,-12.0,0.1746113513994138,0.3158434811317082,0.2055125033865648,0.2002519928554689,11.86172928202654,0.4321298993173528,26.14466072174509,59.40289100785613
28,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3764960268663911,0.2113751597823703,0.1502073571853354,11.73181909110098,0.6134516670709167,12.848916210297045,48.22964873904153
29,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3766755146625453,0.1923462588920598,0.1502073571853354,11.73181909110098,0.6134516670709167,12.848916210297045,48.22964873904153
30,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3708805668258915,0.2273817727894403,0.1672989063090204,11.73181909110098,0.618782308709882,13.62944400661917,52.58631026010229
30,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3762782058725802,0.2273817727894403,0.1672989063090204,10.601217405886835,0.618782308709882,13.642532125249378,50.80451641377644
32,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3686892244499753,0.2273817727894403,0.1138750149907764,11.73181909110098,0.618782308709882,13.642532125249378,50.80451641377644
33,39.99950000321371,39.99950000321371,-12.0,0.1746113513994138,0.3689176514714203,0.2055125033865648,0.2002519928554689,11.995013020347436,0.8499769705509248,13.537118232640038,59.40289100785613
33,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3708805668258915,0.2273817727894403,0.1672989063090204,11.73181909110098,0.618782308709882,13.62944400661917,50.80517431766191
34,39.99950000321371,39.99950000321371,-12.0,0.1545437753430512,0.3693512963405087,0.20797998241611,0.1502073571853354,11.73181909110098,0.6134516670709167,12.848916210297045,50.68391349418095
35,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3693527512694717,0.2273817727894403,0.1679377298593923,11.73181909110098,0.618782308709882,13.62944400661917,52.58631026010229
35,39.99950000321371,39.99950000321371,-12.0,0.1545437753430512,0.3708791118969284,0.20797998241611,0.1495685336349635,11.73181909110098,0.6134516670709167,12.848916210297045,46.31709511911517
36,39.99950000321371,39.99950000321371,-12.0,0.154455671165421,0.3677234358927063,0.20797998241611,0.1452718714463632,3.181856417862077,0.2554306156138256,13.636456109432226,50.49609692005678
36,39.99950000321371,39.99950000321371,-12.0,0.1748685546159592,0.3691401980920078,0.2273817727894403,0.1672989063090204,10.601217405886835,0.8531599490378877,13.642532125249378,50.71835269068727
