candidate_id,design_class,nominal_knee,nominal_l_max_kg_per_m,nominal_s_max_kg_per_m,mean_l_max_kg_per_m,quantile_l_max_kg_per_m,mean_s_max_kg_per_m,quantile_s_max_kg_per_m,mean_ssci,quantile_ssci,mean_maximum_snow_depth_m,quantile_maximum_snow_depth_m,mean_manual_triggers,probability_manual_intervention,robust_selection_score,robust_selected
joint_00,joint,False,39.99950000321371,39.99950000321371,39.40999500397943,51.893126877381135,39.40976230964587,51.89312687738114,0.006571698598517897,0.006757998845097464,0.04271042756972958,0.06398227679502458,0.0,0.0,0.01903195737253363,True
joint_01,joint,False,39.99950000321371,39.99950000321371,42.651290645809354,53.23463540805474,42.61571285188046,53.23306360119052,0.00851336174766192,0.010579253447075608,0.08247830469003303,0.14560718980238654,0.0,0.0,0.019685545932260653,False
joint_02,joint,False,39.99950000321371,39.99950000321371,41.98486425339533,53.0465291185511,41.95667233377355,53.046529118551106,0.008316326829597178,0.010236363476957569,0.05336212692427884,0.08075882664213763,0.0,0.0,0.019594395395205574,False
joint_03,joint,False,39.99950000321371,39.99950000321371,903.0531343742572,5816.684154853886,440.30997309086496,2726.6311006072237,0.03234131677391048,0.17292187785050175,16.96181579305478,107.76670896090319,0.16133333333333336,0.216,1.9128533631265632,False
joint_04,joint,False,39.99950000321371,39.99950000321371,39.40999500397943,51.893126877381135,39.40976230964587,51.89312687738114,0.006527174278280349,0.006679209937195652,0.04273943682179362,0.06398227679502458,0.0,0.0,0.01903195737253363,False
joint_05,joint,False,39.99950000321371,39.99950000321371,39.429797284490704,51.893126877381135,39.422579496096496,51.89312687738114,0.006746013360956579,0.007195549340546088,0.06782903511932481,0.1087531814404738,0.0,0.0,0.01903195737253363,False
joint_06,joint,False,39.99950000321371,39.99950000321371,572.4659428206517,4723.862896148192,302.7609823129168,1248.8391520698117,0.025152883347067972,0.09102746145156039,10.449717383512112,86.2563216170013,0.10266666666666666,0.14,1.1627675444498444,False
joint_07,joint,False,39.99950000321371,39.99950000321371,42.3751379686469,55.81522432391702,42.143942703929575,55.20656570190459,0.008515366896699466,0.011844057363832159,0.1540903346777966,0.27125723654134665,0.0,0.0,0.020721277665773377,False
joint_08,joint,False,39.99950000321371,39.99950000321371,684.7270212531174,5190.067284798157,304.10259440605233,1152.8473548057839,0.02294612740296425,0.08078421857086054,12.831147452533584,94.57300255322069,0.11999999999999998,0.164,1.207917494734407,False
joint_09,joint,True,4547.373335990415,12.279773014894408,4198.74744256324,5929.191636486115,266.4998912572007,997.2421922789866,0.01698238425501928,0.05307345715421755,75.95318068782858,115.27295379465986,0.8973333333333332,0.972,2.048194889345274,False
joint_10,joint,False,6416.968067419712,0.0,6318.552385234018,8324.495847931477,0.0,0.0,0.0,0.0,62.08844513903404,89.86078459848665,1.0173333333333332,1.0,2.0,False
joint_11,joint,False,6416.968067419712,0.0,6318.551594004895,8324.495847931477,0.0,0.0,0.0,0.0,62.03201120116488,89.896484723648,1.0173333333333332,1.0,2.0,False
joint_12,joint,False,6416.968067419712,0.0,6318.551714985218,8324.495847931477,0.0,0.0,0.0,0.0,62.00707121178374,89.89523765511777,1.0173333333333332,1.0,2.0,False
uniform_00,uniform,True,39.99950000321371,39.99950000321371,39.40999500397943,51.893126877381135,39.40976230964587,51.89312687738114,0.0064861993642466075,0.006602425441687471,0.04271042756972958,0.06398227679502458,0.0,0.0,0.01903195737253363,False
uniform_01,uniform,False,39.99950000321371,39.99950000321371,39.40999500397943,51.893126877381135,39.40976230964587,51.89312687738114,0.0064861993642466075,0.006602425441687471,0.04271042756972958,0.06398227679502458,0.0,0.0,0.01903195737253363,False
uniform_02,uniform,False,39.99950000321371,39.99950000321371,39.40999500397943,51.893126877381135,39.40976230964587,51.89312687738114,0.0064861993642466075,0.006602425441687471,0.04271042756972958,0.06398227679502458,0.0,0.0,0.01903195737253363,False
uniform_03,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,1.9999999999999998,False
uniform_04,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,1.9999999999999998,False
uniform_05,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,1.9999999999999998,False
uniform_06,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,1.9999999999999998,False
uniform_07,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,1.9999999999999998,False
uniform_08,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,1.9999999999999998,False
uniform_09,uniform,False,6416.968067419715,0.0,6188.694804221524,8324.495847931476,110.08909097322204,382.0871866587878,0.010086664752500876,0.034858432384515865,5.025953243772312,7.219103737011705,0.984,0.992,2.1321316029050266,False
uniform_10,uniform,False,6416.968067419715,0.0,6263.708924120596,8324.495847931476,143.95152187893902,0.0,0.009713641867318728,0.0,5.08836326222993,7.219103737011705,1.0293333333333332,1.0,1.9999999999999998,False
uniform_11,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,1.9999999999999998,False
