slope_deg,mu_static,mu_kinetic,adhesion_pa,design,l_max_kg_per_m,s_max_kg_per_m,mean_ssci,mean_input_snow_kg_per_m,mean_total_shed_kg_per_m,mean_event_count,mean_event_mass_kg_per_m,median_event_mass_kg_per_m,mean_kinetic_energy_proxy_j_per_m,mean_time_above_intervention_h,mean_manual_triggers,mean_residual_mass_kg_per_m,maximum_snow_depth_m,max_abs_mass_balance_error_kg_per_m,slope_total_variation_deg,surface_total_variation,slope_transition_count,surface_transition_count
2.0,0.08,0.062400000000000004,0.0,uniform_00_00_00,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.08,0.062400000000000004,41.666666666666664,uniform_00_00_01,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.08,0.062400000000000004,83.33333333333333,uniform_00_00_02,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.08,0.062400000000000004,125.0,uniform_00_00_03,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.08,0.062400000000000004,166.66666666666666,uniform_00_00_04,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.08,0.062400000000000004,208.33333333333331,uniform_00_00_05,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.08,0.062400000000000004,250.0,uniform_00_00_06,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.09965517241379311,0.07773103448275863,0.0,uniform_00_01_00,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.09965517241379311,0.07773103448275863,41.666666666666664,uniform_00_01_01,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.09965517241379311,0.07773103448275863,83.33333333333333,uniform_00_01_02,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.09965517241379311,0.07773103448275863,125.0,uniform_00_01_03,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.09965517241379311,0.07773103448275863,166.66666666666666,uniform_00_01_04,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.09965517241379311,0.07773103448275863,208.33333333333331,uniform_00_01_05,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.09965517241379311,0.07773103448275863,250.0,uniform_00_01_06,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.1193103448275862,0.09306206896551725,0.0,uniform_00_02_00,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.1193103448275862,0.09306206896551725,41.666666666666664,uniform_00_02_01,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.1193103448275862,0.09306206896551725,83.33333333333333,uniform_00_02_02,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.1193103448275862,0.09306206896551725,125.0,uniform_00_02_03,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.1193103448275862,0.09306206896551725,166.66666666666666,uniform_00_02_04,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.1193103448275862,0.09306206896551725,208.33333333333331,uniform_00_02_05,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.1193103448275862,0.09306206896551725,250.0,uniform_00_02_06,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.13896551724137932,0.10839310344827587,0.0,uniform_00_03_00,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.13896551724137932,0.10839310344827587,41.666666666666664,uniform_00_03_01,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.13896551724137932,0.10839310344827587,83.33333333333333,uniform_00_03_02,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
2.0,0.13896551724137932,0.10839310344827587,125.0,uniform_00_03_03,6416.968067419715,0.0,0.0,3689.756662439008,0.0,0.0,0.0,0.0,0.0,260.8333333333333,1.0,3573.760783061063,5.0851121144883304,3.183231456205249e-12,0.0,0.0,0,0
