generation,l_max_kg_per_m,s_max_kg_per_m,constraint,x_00,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,x_09,x_10,x_11
12,39.99950000321371,39.99950000321371,-10.331989949136243,37.23871851149597,38.60969954139174,25.821622484769637,34.827430384839666,0.1687903878619108,0.2514070633922535,0.1633909880613555,0.3353435516945369,13.984748822343516,34.12421560561019,1.4801933477309193,18.130821708611105
13,39.99950000321371,39.99950000321371,-10.33309845902323,37.23871851149597,38.60969954139174,25.830121060569876,32.76245605343718,0.1687903878619108,0.2514070633922535,0.1633909880613555,0.3353435516945369,13.984748822343516,34.12421560561019,1.4801933477309193,18.130821708611105
15,39.99950000321371,39.99950000321371,-10.32910467198991,37.23871851149597,38.60969954139174,25.799502026647744,30.514178962289822,0.1687874532179835,0.2514070633922535,0.1633909880613555,0.3353435516945369,13.820800117583351,34.12656642528607,1.4801933477309193,19.67523027925688
15,39.99950000321371,39.99950000321371,-10.404367787395358,37.23871851149597,38.64306922085269,26.409888924217157,34.827430384839666,0.1684797644795335,0.2497980024759479,0.1633909880613555,0.3346342420466086,13.984748822343516,34.6174950386103,1.4801933477309193,18.130821708611105
17,39.99950000321371,39.99950000321371,-10.513638682262451,37.23871851149597,38.64306922085269,27.247632451531526,34.827430384839666,0.1684797644795335,0.2497980024759479,0.1633909880613555,0.3345884304098911,13.984748822343516,34.6174950386103,1.4801933477309193,18.130821708611105
17,39.99950000321371,39.99950000321371,-10.23136084568666,37.23871851149597,38.60969954139174,25.05013269165617,34.827430384839666,0.1687905396345946,0.2514070633922535,0.1268482775778152,0.3353435516945369,3.85223277038288,5.321290864134063,0.6470939919840291,19.662602099376663
17,39.99950000321371,39.99950000321371,-10.331989949136243,37.23871851149597,38.60969954139174,25.821622484769637,34.827430384839666,0.1687903878619108,0.2514070633922535,0.1633909880613555,0.2459655430112664,13.984748822343516,34.12421560561019,1.4801933477309193,3.5520697919105544
17,39.99950000321371,39.99950000321371,-10.32910467198991,37.23871851149597,38.60969954139174,25.799502026647744,30.514178962289822,0.1687873014452997,0.2514070633922535,0.1633909880613555,0.3353435516945369,13.820800117583351,23.240395447020813,1.5324462054333186,21.171032996188117
18,39.99950000321371,39.99950000321371,-10.32910467198991,37.23871851149597,38.60969954139174,25.799502026647744,35.009243671127166,0.1667812036773507,0.2514070633922535,0.1633909880613555,0.3303531672737205,13.820800117583351,23.240395447020813,1.4460329817055957,18.33638061497074
19,39.99950000321371,39.99950000321371,-10.32910467198991,37.23871851149597,38.60969954139174,25.799502026647744,30.514178962289822,0.1687874532179835,0.2646056097869319,0.1633909880613555,0.3353435516945369,13.820800117583351,29.285626421127212,5.494832543186725,19.67523027925688
