mapping,l_max_absolute_change_kg_per_m,l_max_percent_change,s_max_absolute_change_kg_per_m,s_max_percent_change,continuous_slope_transitions,mapped_slope_transitions,continuous_surface_transitions,mapped_surface_transitions
manufacturable_discrete_generic_classes,-4469.093535562355,-98.27857106412374,66.00002741316608,537.4694412764242,23,6,23,0
