l_max_kg_per_m,s_max_kg_per_m,attainable_by_uniform_under_same_caps
39.9995,39.9995,True
4545.933018,16.92937,False
4546.954275,13.33034,False
4547.373336,12.279773,False
5083.11804,11.64105,False
6416.968067,0.0,True
