design,dt_hours,l_max_kg_per_m,s_max_kg_per_m,mean_ssci,mean_input_snow_kg_per_m,mean_total_shed_kg_per_m,mean_event_count,mean_event_mass_kg_per_m,median_event_mass_kg_per_m,mean_kinetic_energy_proxy_j_per_m,mean_time_above_intervention_h,mean_manual_triggers,mean_residual_mass_kg_per_m,maximum_snow_depth_m,max_abs_mass_balance_error_kg_per_m,slope_total_variation_deg,surface_total_variation,slope_transition_count,surface_transition_count,l_max_kg_per_m_relative_error,s_max_kg_per_m_relative_error,mean_event_count_relative_error,mean_ssci_relative_error,maximum_relative_error,within_frozen_tolerance
uniform_knee,0.5,39.99417253041247,39.99417253041247,0.0064817016840956546,3689.756648393819,3667.6079252602026,317.0,11.152395583788868,7.549073560770393,7882.340381529541,0.0,0.0,0.0,0.04166059638584633,0.0,0.0,0.0,0,0,0.9997336230302473,0.9997336230302473,0.4654300168634064,0.9966670251597322,0.9997336230302473,False
uniform_knee,0.25,19.999750001606856,19.999750001606856,0.00324626069465795,3689.7566483938185,3667.629361641309,593.0,5.936453102783997,4.47216507501458,7887.633059592488,0.0,0.0,0.0,0.020833072918340474,3.637978807091713e-12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,True
joint_continuous_knee,0.5,4547.35264457058,12.354966089005643,0.006636029398521031,3689.756648393819,1069.0063966755956,248.33333333333334,4.117020497092243,3.679807958233289,26325.317567805043,235.5,1.0,2580.686160420751,81.25960569659699,1.5916157281026244e-12,66.75959684444908,0.2762008328976347,23,23,2.418746580667717e-05,0.8533656268928519,0.4411102775693923,0.9145016809281112,0.9145016809281112,False
joint_continuous_knee,0.25,4547.242658294268,6.666232452858541,0.003466191471455914,3689.7566483938185,1068.8392981425434,444.3333333333333,2.2925073069802075,2.1608576555774763,26325.191818939038,235.41666666666666,1.0,2577.6365737351503,81.2549181821473,5.002220859751105e-12,66.75959684444908,0.2762008328976347,23,23,0.0,0.0,0.0,0.0,0.0,True
joint_mapped_knee,0.5,78.51342483132703,78.51342483132703,0.016612929642819362,3689.756648393819,3645.5790325583584,75.33333333333333,47.434612909271095,45.03694664573593,114388.15760454231,0.0,0.0,6.236875117005945,0.5280348527628396,4.547473508864641e-13,56.0,0.0,6,0,0.27027367087567095,0.2727684559158153,0.10671936758893281,0.11798043116672186,0.2727684559158153,False
joint_mapped_knee,0.25,61.80827535943756,61.68712342484401,0.014859767827494213,3689.7566483938185,3630.240141907029,84.33333333333333,42.3053033989178,41.65555917276624,113905.25157047478,0.0,0.0,17.827672133818428,0.507913996021857,3.5456082514429e-12,56.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,True
