mapping,design,l_max_kg_per_m,s_max_kg_per_m,mean_ssci,mean_input_snow_kg_per_m,mean_total_shed_kg_per_m,mean_event_count,mean_event_mass_kg_per_m,median_event_mass_kg_per_m,mean_kinetic_energy_proxy_j_per_m,mean_time_above_intervention_h,mean_manual_triggers,mean_residual_mass_kg_per_m,maximum_snow_depth_m,max_abs_mass_balance_error_kg_per_m,slope_total_variation_deg,surface_total_variation,slope_transition_count,surface_transition_count,l_max_discretization_loss,s_max_discretization_loss,l_max_change_kg_per_m,s_max_change_kg_per_m,l_max_change_percent,s_max_change_percent
continuous,joint_knee,3210.6359712948574,39.99950000321371,0.013086894764150439,3689.7566881589555,1831.554775273451,137.66666666666666,12.781683087110252,10.124557200133713,33401.15230491842,194.33333333333334,1.0,1800.020430533253,25.317620727861044,2.2737367544323206e-12,70.5175084633931,0.5278879946277348,23,23,0.0,0.0,0.0,0.0,0.0,0.0
manufacturable_discrete_generic_classes,joint_knee_manufacturable,3222.3138413620823,44.41144965551734,0.017950451209794948,3689.7566881589555,1823.9134362869881,74.33333333333333,23.497340067323382,22.6981401367788,42700.05377061597,196.66666666666666,1.6666666666666667,1798.6195395078605,44.569237039665545,2.7284841053187847e-12,52.0,0.5900000000000001,6,3,11.67787006722483,4.411949652303626,11.67787006722483,4.411949652303626,0.3637245135117301,11.030012005022947
