candidate_id,design_class,nominal_knee,nominal_l_max_kg_per_m,nominal_s_max_kg_per_m,mean_l_max_kg_per_m,quantile_l_max_kg_per_m,mean_s_max_kg_per_m,quantile_s_max_kg_per_m,mean_ssci,quantile_ssci,mean_maximum_snow_depth_m,quantile_maximum_snow_depth_m,mean_manual_triggers,probability_manual_intervention,robust_selection_score,robust_selected,robust_nondominated,minimum_score_tie
joint_00,joint,False,39.99950000321371,39.99950000321371,39.40999500397943,51.893126877381135,39.40976230964587,51.89312687738114,0.0065716985985178,0.0067579988450974,0.0427104275697295,0.0639822767950245,0.0,0.0,0.0190319573725336,True,True,True
joint_01,joint,False,39.99950000321371,39.99950000321371,42.65129064580936,53.23463540805474,42.61571285188046,53.23306360119052,0.0085133617476619,0.0105792534470756,0.082478304690033,0.1456071898023865,0.0,0.0,0.0196855459322606,False,False,False
joint_02,joint,False,39.99950000321371,39.99950000321371,41.98486425339533,53.0465291185511,41.95667233377355,53.04652911855111,0.0083163268295971,0.0102363634769575,0.0533621269242788,0.0807588266421376,0.0,0.0,0.0195943953952055,False,False,False
joint_03,joint,False,39.99950000321371,39.99950000321371,903.0531343742572,5816.684154853886,440.30997309086496,2726.631100607224,0.0323413167739104,0.1729218778505017,16.96181579305478,107.7667089609032,0.1613333333333333,0.216,1.9128533631265632,False,False,False
joint_04,joint,False,39.99950000321371,39.99950000321371,39.40999500397943,51.893126877381135,39.40976230964587,51.89312687738114,0.0065271742782803,0.0066792099371956,0.0427394368217936,0.0639822767950245,0.0,0.0,0.0190319573725336,False,True,True
joint_05,joint,False,39.99950000321371,39.99950000321371,39.429797284490704,51.893126877381135,39.422579496096496,51.89312687738114,0.0067460133609565,0.007195549340546,0.0678290351193248,0.1087531814404738,0.0,0.0,0.0190319573725336,False,True,True
joint_06,joint,False,39.99950000321371,39.99950000321371,572.4659428206517,4723.862896148192,302.7609823129168,1248.8391520698117,0.0251528833470679,0.0910274614515603,10.449717383512112,86.2563216170013,0.1026666666666666,0.14,1.1627675444498444,False,False,False
joint_07,joint,False,39.99950000321371,39.99950000321371,42.3751379686469,55.81522432391702,42.143942703929575,55.20656570190459,0.0085153668966994,0.0118440573638321,0.1540903346777966,0.2712572365413466,0.0,0.0,0.0207212776657733,False,False,False
joint_08,joint,False,39.99950000321371,39.99950000321371,684.7270212531174,5190.067284798157,304.10259440605233,1152.847354805784,0.0229461274029642,0.0807842185708605,12.831147452533584,94.57300255322068,0.1199999999999999,0.164,1.207917494734407,False,False,False
joint_09,joint,True,4547.373335990415,12.279773014894408,4198.74744256324,5929.191636486115,266.4998912572007,997.2421922789866,0.0169823842550192,0.0530734571542175,75.95318068782858,115.27295379465986,0.8973333333333332,0.972,2.048194889345274,False,False,False
joint_10,joint,False,6416.968067419712,0.0,6318.552385234018,8324.495847931477,0.0,0.0,0.0,0.0,62.08844513903404,89.86078459848665,1.0173333333333332,1.0,2.0,False,False,False
joint_11,joint,False,6416.968067419712,0.0,6318.551594004895,8324.495847931477,0.0,0.0,0.0,0.0,62.03201120116488,89.896484723648,1.0173333333333332,1.0,2.0,False,False,False
joint_12,joint,False,6416.968067419712,0.0,6318.551714985218,8324.495847931477,0.0,0.0,0.0,0.0,62.00707121178374,89.89523765511777,1.0173333333333332,1.0,2.0,False,False,False
uniform_00,uniform,True,39.99950000321371,39.99950000321371,39.40999500397943,51.893126877381135,39.40976230964587,51.89312687738114,0.0064861993642466,0.0066024254416874,0.0427104275697295,0.0639822767950245,0.0,0.0,0.0190319573725336,False,True,True
uniform_01,uniform,False,39.99950000321371,39.99950000321371,39.40999500397943,51.893126877381135,39.40976230964587,51.89312687738114,0.0064861993642466,0.0066024254416874,0.0427104275697295,0.0639822767950245,0.0,0.0,0.0190319573725336,False,True,True
