station_id,date,mean_temperature_c_raw,precipitation_mm_raw,snowfall_depth_cm_raw,ground_snow_depth_cm_raw,mean_temperature_c,precipitation_mm,snowfall_depth_cm,ground_snow_depth_cm,winter
s47520,2022-02-13,1.6,0.0,--,142,1.6,0.0,0.0,142.0,2021
s47520,2022-02-14,0.0,--,--,137,0.0,0.0,0.0,137.0,2021
s47520,2022-02-15,0.2,6.0,15,147,0.2,6.0,15.0,147.0,2021
s47520,2022-02-16,0.3,13.0,15,149,0.3,13.0,15.0,149.0,2021
s47520,2022-02-17,-0.6,5.0,6,149,-0.6,5.0,6.0,149.0,2021
s47520,2022-02-18,0.5,1.0,3,145,0.5,1.0,3.0,145.0,2021
s47520,2022-02-19,1.6,0.5,1,138,1.6,0.5,1.0,138.0,2021
s47520,2022-02-20,0.2,2.0,3,133,0.2,2.0,3.0,133.0,2021
s47520,2022-02-21,-3.2,4.5,--,133,-3.2,4.5,0.0,133.0,2021
s47520,2022-02-22,-2.9,2.0,7,134,-2.9,2.0,7.0,134.0,2021
s47520,2022-02-23,-2.3,2.0,6,137,-2.3,2.0,6.0,137.0,2021
s47520,2022-02-24,-0.5,5.5,9,143,-0.5,5.5,9.0,143.0,2021
s47520,2022-02-25,2.2,6.5,7,144,2.2,6.5,7.0,144.0,2021
s47520,2022-02-26,3.3,0.0,1,134,3.3,0.0,1.0,134.0,2021
s47520,2022-02-27,2.9,9.5,4,129,2.9,9.5,4.0,129.0,2021
s47520,2022-02-28,1.2,9.5,4,132,1.2,9.5,4.0,132.0,2021
s47520,2022-03-01,1.1,2.0,--,128,1.1,2.0,0.0,128.0,2021
s47520,2022-03-02,2.8,0.0,--,123,2.8,0.0,0.0,123.0,2021
s47520,2022-03-03,0.4,11.0,10,126,0.4,11.0,10.0,126.0,2021
s47520,2022-03-04,0.8,0.0,--,125,0.8,0.0,0.0,125.0,2021
s47520,2022-03-05,-0.9,14.5,2,118,-0.9,14.5,2.0,118.0,2021
s47520,2022-03-06,0.5,13.0,14,131,0.5,13.0,14.0,131.0,2021
s47520,2022-03-07,2.0,2.5,2,132,2.0,2.5,2.0,132.0,2021
s47520,2022-03-08,2.5,3.5,2,123,2.5,3.5,2.0,123.0,2021
s47520,2022-03-09,2.0,4.0,1,117,2.0,4.0,1.0,117.0,2021
s47520,2022-03-10,2.2,--,--,112,2.2,0.0,0.0,112.0,2021
s47520,2022-03-11,1.8,0.0,--,107,1.8,0.0,0.0,107.0,2021
s47520,2022-03-12,5.3,4.0,--,103,5.3,4.0,0.0,103.0,2021
s47520,2022-03-13,1.2,24.5,--,96,1.2,24.5,0.0,96.0,2021
s47520,2022-03-14,3.7,12.5,--,94,3.7,12.5,0.0,94.0,2021
s47520,2022-03-15,5.3,10.0,--,90,5.3,10.0,0.0,90.0,2021
s47520,2022-03-16,4.6,1.0,--,81,4.6,1.0,0.0,81.0,2021
s47520,2022-03-17,3.8,1.0,--,76,3.8,1.0,0.0,76.0,2021
s47520,2022-03-18,0.9,5.5,1,71,0.9,5.5,1.0,71.0,2021
s47520,2022-03-19,2.5,20.0,9,79,2.5,20.0,9.0,79.0,2021
s47520,2022-03-20,2.5,5.0,2,74,2.5,5.0,2.0,74.0,2021
s47520,2022-03-21,1.1,6.5,5,76,1.1,6.5,5.0,76.0,2021
s47520,2022-03-22,0.3,--,--,71,0.3,0.0,0.0,71.0,2021
s47520,2022-03-23,0.8,--,--,71,0.8,0.0,0.0,71.0,2021
s47520,2022-03-24,3.8,3.5,--,68,3.8,3.5,0.0,68.0,2021
s47520,2022-03-25,6.4,0.0,--,62,6.4,0.0,0.0,62.0,2021
s47520,2022-03-26,3.8,6.0,--,55,3.8,6.0,0.0,55.0,2021
s47520,2022-03-27,6.0,5.0,--,51,6.0,5.0,0.0,51.0,2021
s47520,2022-03-28,5.5,4.5,--,43,5.5,4.5,0.0,43.0,2021
s47520,2022-03-29,4.4,--,--,32,4.4,0.0,0.0,32.0,2021
s47520,2022-03-30,6.0,--,--,28,6.0,0.0,0.0,28.0,2021
s47520,2022-03-31,4.8,10.5,--,18,4.8,10.5,0.0,18.0,2021
s47520,2022-04-01,3.3,0.0,--,16,3.3,0.0,0.0,16.0,2021
s47520,2022-04-02,3.3,--,--,13,3.3,0.0,0.0,13.0,2021
s47520,2022-04-03,4.7,--,--,8,4.7,0.0,0.0,8.0,2021
s47520,2022-04-04,5.1,7.5,--,--,5.1,7.5,0.0,0.0,2021
s47520,2022-04-05,7.3,--,--,--,7.3,0.0,0.0,0.0,2021
s47520,2022-04-06,6.4,--,--,--,6.4,0.0,0.0,0.0,2021
s47520,2022-04-07,6.2,3.0,--,--,6.2,3.0,0.0,0.0,2021
s47520,2022-04-08,6.0,1.0,--,--,6.0,1.0,0.0,0.0,2021
s47520,2022-04-09,7.8,--,--,--,7.8,0.0,0.0,0.0,2021
s47520,2022-04-10,12.4,--,--,--,12.4,0.0,0.0,0.0,2021
s47520,2022-04-11,12.9,--,--,--,12.9,0.0,0.0,0.0,2021
s47520,2022-04-12,13.5,--,--,--,13.5,0.0,0.0,0.0,2021
s47520,2022-04-13,12.1,0.0,--,--,12.1,0.0,0.0,0.0,2021
s47520,2022-04-14,8.4,0.5,--,--,8.4,0.5,0.0,0.0,2021
s47520,2022-04-15,7.3,11.0,--,--,7.3,11.0,0.0,0.0,2021
s47520,2022-04-16,7.0,4.5,--,--,7.0,4.5,0.0,0.0,2021
s47520,2022-04-17,6.9,--,--,--,6.9,0.0,0.0,0.0,2021
s47520,2022-04-18,9.4,--,--,--,9.4,0.0,0.0,0.0,2021
s47520,2022-04-19,8.9,0.0,--,--,8.9,0.0,0.0,0.0,2021
s47520,2022-04-20,9.5,--,--,--,9.5,0.0,0.0,0.0,2021
s47520,2022-04-21,14.0,0.0,--,--,14.0,0.0,0.0,0.0,2021
s47520,2022-04-22,12.9,3.0,--,--,12.9,3.0,0.0,0.0,2021
s47520,2022-04-23,11.1,3.0,--,--,11.1,3.0,0.0,0.0,2021
s47520,2022-04-24,10.8,--,--,--,10.8,0.0,0.0,0.0,2021
s47520,2022-04-25,14.8,--,--,--,14.8,0.0,0.0,0.0,2021
s47520,2022-04-26,15.8,15.0,--,--,15.8,15.0,0.0,0.0,2021
s47520,2022-04-27,13.4,17.0,--,--,13.4,17.0,0.0,0.0,2021
s47520,2022-04-28,10.8,--,--,--,10.8,0.0,0.0,0.0,2021
s47520,2022-04-29,7.2,33.0,2,2,7.2,33.0,2.0,2.0,2021
s47520,2022-04-30,7.5,2.0,1,3,7.5,2.0,1.0,3.0,2021
s47520,2022-11-01,11.9,--,--,--,11.9,0.0,0.0,0.0,2022
s47520,2022-11-02,12.1,0.0 ),--,--,12.1,0.0,0.0,0.0,2022
s47520,2022-11-03,12.5,9.5,--,--,12.5,9.5,0.0,0.0,2022
s47520,2022-11-04,7.5,9.5,--,--,7.5,9.5,0.0,0.0,2022
s47520,2022-11-05,6.6,0.5,--,--,6.6,0.5,0.0,0.0,2022
s47520,2022-11-06,6.4,2.5,--,--,6.4,2.5,0.0,0.0,2022
s47520,2022-11-07,8.0,0.5,--,--,8.0,0.5,0.0,0.0,2022
s47520,2022-11-08,8.6,4.0,--,--,8.6,4.0,0.0,0.0,2022
s47520,2022-11-09,9.8,0.0,--,--,9.8,0.0,0.0,0.0,2022
s47520,2022-11-10,7.7,2.5,--,--,7.7,2.5,0.0,0.0,2022
s47520,2022-11-11,9.7,0.0,--,--,9.7,0.0,0.0,0.0,2022
s47520,2022-11-12,7.4,--,--,--,7.4,0.0,0.0,0.0,2022
s47520,2022-11-13,8.6,12.5,--,--,8.6,12.5,0.0,0.0,2022
s47520,2022-11-14,8.6,0.0,--,--,8.6,0.0,0.0,0.0,2022
s47520,2022-11-15,6.7,6.5,--,--,6.7,6.5,0.0,0.0,2022
s47520,2022-11-16,8.1,1.0,--,--,8.1,1.0,0.0,0.0,2022
s47520,2022-11-17,6.4,1.0,--,--,6.4,1.0,0.0,0.0,2022
s47520,2022-11-18,4.6,16.5,--,--,4.6,16.5,0.0,0.0,2022
s47520,2022-11-19,7.4,0.5,--,--,7.4,0.5,0.0,0.0,2022
s47520,2022-11-20,7.8,--,--,--,7.8,0.0,0.0,0.0,2022
s47520,2022-11-21,10.1,3.5,--,--,10.1,3.5,0.0,0.0,2022
s47520,2022-11-22,8.7,8.0,--,--,8.7,8.0,0.0,0.0,2022
s47520,2022-11-23,5.8,21.5,--,--,5.8,21.5,0.0,0.0,2022
s47520,2022-11-24,9.3,12.5,--,--,9.3,12.5,0.0,0.0,2022
s47520,2022-11-25,7.0,0.0,--,--,7.0,0.0,0.0,0.0,2022
s47520,2022-11-26,6.1,7.5,--,--,6.1,7.5,0.0,0.0,2022
s47520,2022-11-27,7.2,0.0,--,--,7.2,0.0,0.0,0.0,2022
s47520,2022-11-28,6.9,--,--,--,6.9,0.0,0.0,0.0,2022
s47520,2022-11-29,7.5,19.0,--,--,7.5,19.0,0.0,0.0,2022
s47520,2022-11-30,8.3,5.0,--,--,8.3,5.0,0.0,0.0,2022
s47520,2022-12-01,1.5,1.5,--,--,1.5,1.5,0.0,0.0,2022
s47520,2022-12-02,-0.1,8.5,9,8,-0.1,8.5,9.0,8.0,2022
s47520,2022-12-03,1.0,0.5,--,5,1.0,0.5,0.0,5.0,2022
s47520,2022-12-04,4.0,14.5,--,--,4.0,14.5,0.0,0.0,2022
s47520,2022-12-05,1.2,0.5,2,2,1.2,0.5,2.0,2.0,2022
s47520,2022-12-06,1.5,5.5,--,--,1.5,5.5,0.0,0.0,2022
s47520,2022-12-07,1.2,33.0,--,--,1.2,33.0,0.0,0.0,2022
s47520,2022-12-08,1.2,12.0,3,3,1.2,12.0,3.0,3.0,2022
s47520,2022-12-09,2.4,8.0,--,1,2.4,8.0,0.0,1.0,2022
s47520,2022-12-10,3.0,1.0,--,--,3.0,1.0,0.0,0.0,2022
s47520,2022-12-11,3.4,2.5,--,--,3.4,2.5,0.0,0.0,2022
s47520,2022-12-12,3.5,0.0,--,--,3.5,0.0,0.0,0.0,2022
s47520,2022-12-13,6.3,16.5,--,--,6.3,16.5,0.0,0.0,2022
s47520,2022-12-14,0.5,28.5,10,10,0.5,28.5,10.0,10.0,2022
s47520,2022-12-15,-0.5,34.5,47,53,-0.5,34.5,47.0,53.0,2022
s47520,2022-12-16,-0.5,30.5,37,83,-0.5,30.5,37.0,83.0,2022
s47520,2022-12-17,0.2,8.0,2,75,0.2,8.0,2.0,75.0,2022
s47520,2022-12-18,-1.4,35.0,36,83,-1.4,35.0,36.0,83.0,2022
s47520,2022-12-19,-2.2,20.0,18,94,-2.2,20.0,18.0,94.0,2022
s47520,2022-12-20,-0.7,11.5,12,103,-0.7,11.5,12.0,103.0,2022
s47520,2022-12-21,0.4,0.0,--,86,0.4,0.0,0.0,86.0,2022
s47520,2022-12-22,1.4,19.0,--,70,1.4,19.0,0.0,70.0,2022
s47520,2022-12-23,0.2,37.5,41,90,0.2,37.5,41.0,90.0,2022
s47520,2022-12-24,0.3,26.5,13,101,0.3,26.5,13.0,101.0,2022
s47520,2022-12-25,1.0,18.5,3,80,1.0,18.5,3.0,80.0,2022
s47520,2022-12-26,0.9,45.0,5,76,0.9,45.0,5.0,76.0,2022
s47520,2022-12-27,1.0,28.0,5,76,1.0,28.0,5.0,76.0,2022
s47520,2022-12-28,1.3,12.5,--,71,1.3,12.5,0.0,71.0,2022
s47520,2022-12-29,0.8,14.5,16,82,0.8,14.5,16.0,82.0,2022
s47520,2022-12-30,0.6,8.0,6,86,0.6,8.0,6.0,86.0,2022
s47520,2022-12-31,1.9,0.5,2,80,1.9,0.5,2.0,80.0,2022
s47520,2023-01-01,0.6,20.0,5,76,0.6,20.0,5.0,76.0,2022
s47520,2023-01-02,-1.5,7.5,14,88,-1.5,7.5,14.0,88.0,2022
s47520,2023-01-03,-1.3,12.5,19,102,-1.3,12.5,19.0,102.0,2022
s47520,2023-01-04,-0.8,6.5,10,105,-0.8,6.5,10.0,105.0,2022
s47520,2023-01-05,-1.1,2.0,1,106,-1.1,2.0,1.0,106.0,2022
s47520,2023-01-06,-0.4,3.0,3,102,-0.4,3.0,3.0,102.0,2022
s47520,2023-01-07,-2.3,4.5,5,99,-2.3,4.5,5.0,99.0,2022
s47520,2023-01-08,0.4,3.0,--,98,0.4,3.0,0.0,98.0,2022
s47520,2023-01-09,0.9,15.5,3,95,0.9,15.5,3.0,95.0,2022
s47520,2023-01-10,-0.7,9.0,19,103,-0.7,9.0,19.0,103.0,2022
s47520,2023-01-11,3.2,0.0,--,100,3.2,0.0,0.0,100.0,2022
s47520,2023-01-12,2.9,3.0,--,84,2.9,3.0,0.0,84.0,2022
s47520,2023-01-13,0.9,0.5,--,79,0.9,0.5,0.0,79.0,2022
s47520,2023-01-14,1.7,9.5,--,76,1.7,9.5,0.0,76.0,2022
s47520,2023-01-15,2.5,0.0,--,73,2.5,0.0,0.0,73.0,2022
s47520,2023-01-16,1.0,0.0,1,71,1.0,0.0,1.0,71.0,2022
s47520,2023-01-17,-1.3,4.0,8,77,-1.3,4.0,8.0,77.0,2022
s47520,2023-01-18,-1.2,5.0,3,78,-1.2,5.0,3.0,78.0,2022
s47520,2023-01-19,-0.8,0.0,--,74,-0.8,0.0,0.0,74.0,2022
s47520,2023-01-20,1.4,21.5,3,74,1.4,21.5,3.0,74.0,2022
s47520,2023-01-21,-1.3,4.5,8,79,-1.3,4.5,8.0,79.0,2022
s47520,2023-01-22,-3.3,0.0,--,78,-3.3,0.0,0.0,78.0,2022
s47520,2023-01-23,-2.1,6.5,8,81,-2.1,6.5,8.0,81.0,2022
s47520,2023-01-24,-2.4,5.0,4,83,-2.4,5.0,4.0,83.0,2022
s47520,2023-01-25,-6.8,12.5,17,98,-6.8,12.5,17.0,98.0,2022
s47520,2023-01-26,-3.4,15.5,26,123,-3.4,15.5,26.0,123.0,2022
s47520,2023-01-27,-3.3,2.0,--,122,-3.3,2.0,0.0,122.0,2022
s47520,2023-01-28,-3.9,6.5,14,119,-3.9,6.5,14.0,119.0,2022
s47520,2023-01-29,-4.2,11.5,13,131,-4.2,11.5,13.0,131.0,2022
s47520,2023-01-30,-3.2,3.5,5,127,-3.2,3.5,5.0,127.0,2022
s47520,2023-01-31,-3.2,2.5,5,127,-3.2,2.5,5.0,127.0,2022
s47520,2023-02-01,-1.6,15.0,3,123,-1.6,15.0,3.0,123.0,2022
s47520,2023-02-02,-0.7,3.0,5,117,-0.7,3.0,5.0,117.0,2022
s47520,2023-02-03,-1.8,0.5,1,110,-1.8,0.5,1.0,110.0,2022
s47520,2023-02-04,-2.7,2.0,4,109,-2.7,2.0,4.0,109.0,2022
s47520,2023-02-05,-1.1,0.5,3,110,-1.1,0.5,3.0,110.0,2022
s47520,2023-02-06,-1.7,5.0,4,108,-1.7,5.0,4.0,108.0,2022
s47520,2023-02-07,1.5,2.0,1,104,1.5,2.0,1.0,104.0,2022
s47520,2023-02-08,0.5,3.0,10,106,0.5,3.0,10.0,106.0,2022
s47520,2023-02-09,-1.9,5.0,5,109,-1.9,5.0,5.0,109.0,2022
s47520,2023-02-10,-3.9,8.5,16,120,-3.9,8.5,16.0,120.0,2022
s47520,2023-02-11,0.9,0.0,--,120,0.9,0.0,0.0,120.0,2022
s47520,2023-02-12,0.6,0.5,--,103,0.6,0.5,0.0,103.0,2022
s47520,2023-02-13,1.5,2.5,--,98,1.5,2.5,0.0,98.0,2022
s47520,2023-02-14,-2.1,9.0,20,115,-2.1,9.0,20.0,115.0,2022
s47520,2023-02-15,-3.0,8.0,11,121,-3.0,8.0,11.0,121.0,2022
s47520,2023-02-16,-2.6,0.5,2,119,-2.6,0.5,2.0,119.0,2022
s47520,2023-02-17,1.2,0.5,--,111,1.2,0.5,0.0,111.0,2022
s47520,2023-02-18,3.5,5.5,--,103,3.5,5.5,0.0,103.0,2022
s47520,2023-02-19,2.5,29.5,--,97,2.5,29.5,0.0,97.0,2022
s47520,2023-02-20,0.1,1.5,2,96,0.1,1.5,2.0,96.0,2022
s47520,2023-02-21,-3.0,4.5,13,107,-3.0,4.5,13.0,107.0,2022
s47520,2023-02-22,-0.5,2.0,4,110,-0.5,2.0,4.0,110.0,2022
s47520,2023-02-23,0.7,0.0,--,100,0.7,0.0,0.0,100.0,2022
s47520,2023-02-24,3.1,6.0,--,95,3.1,6.0,0.0,95.0,2022
s47520,2023-02-25,-0.1,6.5,11,102,-0.1,6.5,11.0,102.0,2022
s47520,2023-02-26,-0.5,4.5,8,105,-0.5,4.5,8.0,105.0,2022
s47520,2023-02-27,1.8,--,--,103,1.8,0.0,0.0,103.0,2022
s47520,2023-02-28,1.9,--,--,93,1.9,0.0,0.0,93.0,2022
s47520,2023-03-01,6.7,0.0,--,89,6.7,0.0,0.0,89.0,2022
s47520,2023-03-02,2.9,1.0,4,85,2.9,1.0,4.0,85.0,2022
s47520,2023-03-03,1.4,2.5,2,85,1.4,2.5,2.0,85.0,2022
s47520,2023-03-04,1.9,1.0,1,83,1.9,1.0,1.0,83.0,2022
s47520,2023-03-05,1.4,--,--,79,1.4,0.0,0.0,79.0,2022
s47520,2023-03-06,0.8,--,--,75,0.8,0.0,0.0,75.0,2022
s47520,2023-03-07,2.7,--,--,71,2.7,0.0,0.0,71.0,2022
s47520,2023-03-08,5.0,--,--,68,5.0,0.0,0.0,68.0,2022
s47520,2023-03-09,4.4,--,--,61,4.4,0.0,0.0,61.0,2022
s47520,2023-03-10,4.3,2.5,--,58,4.3,2.5,0.0,58.0,2022
s47520,2023-03-11,5.2,--,--,55,5.2,0.0,0.0,55.0,2022
s47520,2023-03-12,4.9,--,--,50,4.9,0.0,0.0,50.0,2022
s47520,2023-03-13,5.5,12.5,1,43,5.5,12.5,1.0,43.0,2022
s47520,2023-03-14,2.8,0.0,2,39,2.8,0.0,2.0,39.0,2022
s47520,2023-03-15,2.6,--,--,35,2.6,0.0,0.0,35.0,2022
s47520,2023-03-16,3.6,0.5,--,30,3.6,0.5,0.0,30.0,2022
s47520,2023-03-17,4.3,--,--,25,4.3,0.0,0.0,25.0,2022
s47520,2023-03-18,0.8,2.0,1,21,0.8,2.0,1.0,21.0,2022
s47520,2023-03-19,1.8,0.0,--,20,1.8,0.0,0.0,20.0,2022
s47520,2023-03-20,4.2,--,--,17,4.2,0.0,0.0,17.0,2022
s47520,2023-03-21,5.4,--,--,12,5.4,0.0,0.0,12.0,2022
s47520,2023-03-22,8.2,--,--,8,8.2,0.0,0.0,8.0,2022
s47520,2023-03-23,10.6,5.0,--,--,10.6,5.0,0.0,0.0,2022
s47520,2023-03-24,7.8,4.0,--,--,7.8,4.0,0.0,0.0,2022
s47520,2023-03-25,5.2,--,--,--,5.2,0.0,0.0,0.0,2022
s47520,2023-03-26,4.8,25.5,--,--,4.8,25.5,0.0,0.0,2022
s47520,2023-03-27,5.8,0.0,--,--,5.8,0.0,0.0,0.0,2022
s47520,2023-03-28,3.9,--,--,--,3.9,0.0,0.0,0.0,2022
s47520,2023-03-29,4.7,--,--,--,4.7,0.0,0.0,0.0,2022
s47520,2023-03-30,6.2,--,--,--,6.2,0.0,0.0,0.0,2022
s47520,2023-03-31,9.4,--,--,--,9.4,0.0,0.0,0.0,2022
s47520,2023-04-01,8.7,--,--,--,8.7,0.0,0.0,0.0,2022
s47520,2023-04-02,7.3,--,--,--,7.3,0.0,0.0,0.0,2022
s47520,2023-04-03,7.9,--,--,--,7.9,0.0,0.0,0.0,2022
s47520,2023-04-04,8.7,--,--,--,8.7,0.0,0.0,0.0,2022
s47520,2023-04-05,10.9,--,--,--,10.9,0.0,0.0,0.0,2022
s47520,2023-04-06,11.1,0.5,--,--,11.1,0.5,0.0,0.0,2022
s47520,2023-04-07,11.5,12.5,--,--,11.5,12.5,0.0,0.0,2022
s47520,2023-04-08,8.3,8.0,--,--,8.3,8.0,0.0,0.0,2022
s47520,2023-04-09,5.2,10.0,5,4,5.2,10.0,5.0,4.0,2022
s47520,2023-04-10,9.2,--,--,--,9.2,0.0,0.0,0.0,2022
s47520,2023-04-11,12.3,--,--,--,12.3,0.0,0.0,0.0,2022
s47520,2023-04-12,8.4,9.0,--,--,8.4,9.0,0.0,0.0,2022
s47520,2023-04-13,10.5,0.0,--,--,10.5,0.0,0.0,0.0,2022
s47520,2023-04-14,9.9,0.0,--,--,9.9,0.0,0.0,0.0,2022
s47520,2023-04-15,10.8,9.0,--,--,10.8,9.0,0.0,0.0,2022
s47520,2023-04-16,11.0,5.5,--,--,11.0,5.5,0.0,0.0,2022
s47520,2023-04-17,6.9,3.0,--,--,6.9,3.0,0.0,0.0,2022
s47520,2023-04-18,10.3,7.0,--,--,10.3,7.0,0.0,0.0,2022
s47520,2023-04-19,11.5,0.0,--,--,11.5,0.0,0.0,0.0,2022
s47520,2023-04-20,14.2,0.0,--,--,14.2,0.0,0.0,0.0,2022
s47520,2023-04-21,13.4,0.0,--,--,13.4,0.0,0.0,0.0,2022
s47520,2023-04-22,9.0,0.0,--,--,9.0,0.0,0.0,0.0,2022
s47520,2023-04-23,9.2,0.0,--,--,9.2,0.0,0.0,0.0,2022
s47520,2023-04-24,7.7,0.0,--,--,7.7,0.0,0.0,0.0,2022
s47520,2023-04-25,9.4,0.0,--,--,9.4,0.0,0.0,0.0,2022
s47520,2023-04-26,11.3,33.5,--,--,11.3,33.5,0.0,0.0,2022
s47520,2023-04-27,10.0,2.0,--,--,10.0,2.0,0.0,0.0,2022
s47520,2023-04-28,12.1,0.0,--,--,12.1,0.0,0.0,0.0,2022
s47520,2023-04-29,16.5,0.0,--,--,16.5,0.0,0.0,0.0,2022
s47520,2023-04-30,14.6,15.5,--,--,14.6,15.5,0.0,0.0,2022
s47520,2023-11-01,12.3,--,--,--,12.3,0.0,0.0,0.0,2023
s47520,2023-11-02,14.8,3.5,--,--,14.8,3.5,0.0,0.0,2023
s47520,2023-11-03,13.5,--,--,--,13.5,0.0,0.0,0.0,2023
s47520,2023-11-04,13.1,2.0,--,--,13.1,2.0,0.0,0.0,2023
s47520,2023-11-05,14.9,0.0,--,--,14.9,0.0,0.0,0.0,2023
s47520,2023-11-06,17.4,2.0,--,--,17.4,2.0,0.0,0.0,2023
s47520,2023-11-07,15.7,23.0,--,--,15.7,23.0,0.0,0.0,2023
s47520,2023-11-08,10.7,0.5,--,--,10.7,0.5,0.0,0.0,2023
s47520,2023-11-09,9.0,--,--,--,9.0,0.0,0.0,0.0,2023
s47520,2023-11-10,8.9,9.5,--,--,8.9,9.5,0.0,0.0,2023
s47520,2023-11-11,6.9,0.5,--,--,6.9,0.5,0.0,0.0,2023
s47520,2023-11-12,4.2,2.0,--,--,4.2,2.0,0.0,0.0,2023
s47520,2023-11-13,4.7,12.0,--,--,4.7,12.0,0.0,0.0,2023
s47520,2023-11-14,7.5,4.5,--,--,7.5,4.5,0.0,0.0,2023
s47520,2023-11-15,6.8,0.5,--,--,6.8,0.5,0.0,0.0,2023
s47520,2023-11-16,6.9,--,--,--,6.9,0.0,0.0,0.0,2023
s47520,2023-11-17,10.7,17.0,--,--,10.7,17.0,0.0,0.0,2023
s47520,2023-11-18,6.1,35.5,--,--,6.1,35.5,0.0,0.0,2023
s47520,2023-11-19,10.4,17.0,--,--,10.4,17.0,0.0,0.0,2023
s47520,2023-11-20,7.9,20.0,--,--,7.9,20.0,0.0,0.0,2023
s47520,2023-11-21,8.2,0.0,--,--,8.2,0.0,0.0,0.0,2023
s47520,2023-11-22,5.6,--,--,--,5.6,0.0,0.0,0.0,2023
s47520,2023-11-23,5.5,1.0,--,--,5.5,1.0,0.0,0.0,2023
s47520,2023-11-24,7.5,25.0,--,--,7.5,25.0,0.0,0.0,2023
s47520,2023-11-25,3.0,1.0,--,--,3.0,1.0,0.0,0.0,2023
s47520,2023-11-26,5.4,0.0,--,--,5.4,0.0,0.0,0.0,2023
s47520,2023-11-27,5.8,5.0,--,--,5.8,5.0,0.0,0.0,2023
s47520,2023-11-28,7.1,28.0,--,--,7.1,28.0,0.0,0.0,2023
s47520,2023-11-29,1.0,37.5,1,1,1.0,37.5,1.0,1.0,2023
s47520,2023-11-30,0.6,19.5,11,10,0.6,19.5,11.0,10.0,2023
s47520,2023-12-01,0.8,4.5,6,15,0.8,4.5,6.0,15.0,2023
s47520,2023-12-02,1.2,5.0,--,10,1.2,5.0,0.0,10.0,2023
s47520,2023-12-03,1.0,5.5,--,6,1.0,5.5,0.0,6.0,2023
s47520,2023-12-04,0.8,0.0,--,3,0.8,0.0,0.0,3.0,2023
s47520,2023-12-05,1.1,--,--,1,1.1,0.0,0.0,1.0,2023
s47520,2023-12-06,1.7,--,--,--,1.7,0.0,0.0,0.0,2023
s47520,2023-12-07,3.9,15.0,--,--,3.9,15.0,0.0,0.0,2023
s47520,2023-12-08,6.6,0.5,--,--,6.6,0.5,0.0,0.0,2023
s47520,2023-12-09,4.5,0.0,--,--,4.5,0.0,0.0,0.0,2023
s47520,2023-12-10,9.0,1.0,--,--,9.0,1.0,0.0,0.0,2023
s47520,2023-12-11,5.2,0.0,--,--,5.2,0.0,0.0,0.0,2023
s47520,2023-12-12,4.8,13.0,--,--,4.8,13.0,0.0,0.0,2023
s47520,2023-12-13,4.6,1.0,--,--,4.6,1.0,0.0,0.0,2023
s47520,2023-12-14,4.7,0.0,--,--,4.7,0.0,0.0,0.0,2023
s47520,2023-12-15,2.7,62.5,--,--,2.7,62.5,0.0,0.0,2023
s47520,2023-12-16,8.0,25.5,--,--,8.0,25.5,0.0,0.0,2023
s47520,2023-12-17,0.9,20.0,15,15,0.9,20.0,15.0,15.0,2023
s47520,2023-12-18,-1.0,3.5,5,17,-1.0,3.5,5.0,17.0,2023
s47520,2023-12-19,-0.7,0.0,--,15,-0.7,0.0,0.0,15.0,2023
s47520,2023-12-20,-0.2,1.5,2,13,-0.2,1.5,2.0,13.0,2023
s47520,2023-12-21,-1.5,0.0,1,6,-1.5,0.0,1.0,6.0,2023
s47520,2023-12-22,-1.7,13.5,29,30,-1.7,13.5,29.0,30.0,2023
s47520,2023-12-23,-0.9,4.5,3,31,-0.9,4.5,3.0,31.0,2023
s47520,2023-12-24,0.6,3.5,--,25,0.6,3.5,0.0,25.0,2023
s47520,2023-12-25,0.9,6.0,2,19,0.9,6.0,2.0,19.0,2023
s47520,2023-12-26,3.4,13.0,--,13,3.4,13.0,0.0,13.0,2023
s47520,2023-12-27,3.3 ),0.5,--,6,3.3,0.5,0.0,6.0,2023
s47520,2023-12-28,2.4,0.0,--,5,2.4,0.0,0.0,5.0,2023
s47520,2023-12-29,2.2,6.5,1,4,2.2,6.5,1.0,4.0,2023
s47520,2023-12-30,2.9,1.5,--,1,2.9,1.5,0.0,1.0,2023
s47520,2023-12-31,1.8,5.0,--,--,1.8,5.0,0.0,0.0,2023
s47520,2024-01-01,3.1,0.5,--,--,3.1,0.5,0.0,0.0,2023
s47520,2024-01-02,0.7,0.0,--,--,0.7,0.0,0.0,0.0,2023
s47520,2024-01-03,3.3,5.5,--,--,3.3,5.5,0.0,0.0,2023
s47520,2024-01-04,3.9,2.0,--,--,3.9,2.0,0.0,0.0,2023
s47520,2024-01-05,4.5,3.0,--,--,4.5,3.0,0.0,0.0,2023
s47520,2024-01-06,4.7,4.5,--,--,4.7,4.5,0.0,0.0,2023
s47520,2024-01-07,0.5,5.0,6,3,0.5,5.0,6.0,3.0,2023
s47520,2024-01-08,-1.0,9.5,16,15,-1.0,9.5,16.0,15.0,2023
s47520,2024-01-09,1.6,14.5,1,14,1.6,14.5,1.0,14.0,2023
s47520,2024-01-10,-0.2,12.0,17,16,-0.2,12.0,17.0,16.0,2023
s47520,2024-01-11,-2.8,0.0,--,9,-2.8,0.0,0.0,9.0,2023
